,name,company,year,Price,kms_driven,fuel_type,Transmission Type,No. of Previous Owners
706,Maruti Suzuki Wagon,Maruti,2004,53000,69000,Petrol,Automatic,5
707,Maruti Suzuki Ertiga,Maruti,2012,500000,48000,Diesel,Automatic,2
708,Tata Indica eV2,Tata,2012,85000,55000,Diesel,Manual,3
709,Maruti Suzuki Omni,Maruti,2013,165000,25000,Petrol,Automatic,1
710,Hyundai Eon Era,Hyundai,2014,200000,28400,Petrol,Automatic,2
711,Hyundai Eon,Hyundai,2014,200000,28000,Petrol,Manual,2
712,Maruti Suzuki Swift,Maruti,2015,425000,42000,Diesel,Automatic,5
713,Hyundai Verna 1.6,Hyundai,2012,600000,29000,Diesel,Automatic,3
714,Chevrolet Tavera LS,Chevrolet,2005,130000,68485,Diesel,Manual,5
715,Tata Tiago Revotron,Tata,2018,430000,3500,Petrol,Automatic,2
716,Tata Tiago Revotorq,Tata,2019,568500,0,Petrol,Manual,2
717,Maruti Suzuki Zen,Maruti,2006,71000,32000,Petrol,Manual,4
718,Mahindra KUV100 K8,Mahindra,2018,560000,8000,Diesel,Automatic,3
719,Ford EcoSport Titanium,Ford,2014,590000,34000,Diesel,Manual,1
720,Hindustan Motors Ambassador,Hindustan,1995,750000,37000,Petrol,Automatic,1
721,Ford Fusion 1.4,Ford,2007,125000,85455,Diesel,Manual,2
722,Hyundai Santro Xing,Hyundai,2007,135000,46000,Petrol,Manual,1
723,Hyundai Santro,Hyundai,2002,60000,47000,Petrol,Automatic,5
724,Fiat Linea Emotion,Fiat,2009,120000,64000,Petrol,Manual,3
725,Ford Ikon 1.3,Ford,2008,95000,46000,Petrol,Automatic,3
726,Maruti Suzuki Omni,Maruti,2017,240000,8000,Petrol,Manual,4
727,Tata Indica V2,Tata,2012,115000,64000,Diesel,Manual,2
728,Mahindra Scorpio S4,Mahindra,2015,795000,63000,Diesel,Manual,1
729,Hyundai Santro Xing,Hyundai,2007,55000,65000,Petrol,Automatic,3
730,Mahindra Xylo D2,Mahindra,2009,300000,62000,Diesel,Manual,3
731,Hyundai Grand i10,Hyundai,2014,320000,41000,Petrol,Manual,5
732,Maruti Suzuki Alto,Maruti,2015,265000,14000,Petrol,Automatic,1
733,Toyota Corolla,Toyota,2006,160000,40000,Petrol,Manual,3
734,Hyundai Eon Magna,Hyundai,2017,300000,1600,Petrol,Automatic,2
735,Tata Sumo Grande,Tata,2010,130000,90000,Diesel,Automatic,1
736,Maruti Suzuki Swift,Maruti,2011,250000,58000,Diesel,Manual,3
737,Volkswagen Polo Highline1.2L,Volkswagen,2013,380000,27000,Petrol,Automatic,4
738,Maruti Suzuki Alto,Maruti,2003,42000,60000,Petrol,Automatic,5
739,Tata Tiago Revotron,Tata,2017,400000,31000,Petrol,Manual,1
740,Maruti Suzuki Swift,Maruti,2009,120000,90000,Diesel,Manual,4
741,Maruti Suzuki Swift,Maruti,2009,120000,90000,Diesel,Automatic,1
742,Tata Indigo eCS,Tata,2016,130000,150000,Diesel,Automatic,2
743,Chevrolet Beat LS,Chevrolet,2014,189000,31000,Diesel,Manual,4
744,Mahindra Xylo E8,Mahindra,2011,365000,43000,Diesel,Manual,4
745,Hyundai Eon D,Hyundai,2013,170000,20000,Petrol,Automatic,3
746,Tata Sumo Gold,Tata,2013,215000,100000,Petrol,Automatic,3
747,Tata Nano,Tata,2013,60000,7000,Petrol,Automatic,2
748,Hyundai Elite i20,Hyundai,2017,599999,31000,Petrol,Automatic,4
749,Hyundai i10 Magna,Hyundai,2009,400000,33000,Petrol,Automatic,3
750,Hyundai Creta,Hyundai,2016,900000,60000,Diesel,Manual,1
751,Volkswagen Polo,Volkswagen,2013,299999,48000,Diesel,Manual,3
752,Maruti Suzuki Dzire,Maruti,2014,374999,33000,Petrol,Automatic,5
753,Tata Bolt XM,Tata,2015,600000,15000,Petrol,Manual,4
754,Maruti Suzuki Alto,Maruti,2005,70000,47000,Petrol,Manual,3
755,Maruti Suzuki Alto,Maruti,2005,100000,40000,Petrol,Automatic,5
756,Maruti Suzuki Ritz,Maruti,2010,150000,38000,Diesel,Automatic,2
757,Maruti Suzuki Alto,Maruti,2017,225000,12500,Petrol,Manual,5
758,Maruti Suzuki Dzire,Maruti,2009,210000,42000,Petrol,Manual,2
759,Hyundai i20 Asta,Hyundai,2014,425000,31000,Petrol,Manual,1
760,Maruti Suzuki Swift,Maruti,2008,162000,60000,Diesel,Manual,1
761,Tata Indica V2,Tata,2005,60000,80000,Diesel,Manual,2
762,Mahindra Scorpio VLX,Mahindra,2014,650000,77000,Diesel,Automatic,4
763,Toyota Innova 2.5,Toyota,2012,750000,75000,Diesel,Manual,3
764,Mahindra Xylo E8,Mahindra,2010,375000,40000,Diesel,Manual,1
765,Hyundai i20 Magna,Hyundai,2011,230000,47000,Petrol,Manual,5
766,Maruti Suzuki Omni,Maruti,2000,35999,60000,Petrol,Manual,1
767,Mahindra KUV100,Mahindra,2016,380000,26500,Petrol,Manual,4
768,Mahindra KUV100 K8,Mahindra,2019,560000,2875,Petrol,Manual,2
769,Datsun Go Plus,Datsun,2016,285000,13900,Petrol,Manual,5
770,Ford Endeavor 4x4,Ford,2019,2900000,9000,Diesel,Manual,5
771,Tata Indica V2,Tata,2005,39999,80000,Diesel,Manual,5
772,Hyundai Santro Xing,Hyundai,2006,85000,60000,Petrol,Manual,2
773,Maruti Suzuki Wagon,Maruti,2016,395000,20000,Petrol,Automatic,1
774,Maruti Suzuki Swift,Maruti,2008,175000,58000,Diesel,Manual,3
775,Maruti Suzuki Alto,Maruti,2019,400000,1500,Petrol,Automatic,4
776,Toyota Innova 2.5,Toyota,2011,750000,75000,Diesel,Manual,5
777,Maruti Suzuki Alto,Maruti,2016,250000,2450,Petrol,Manual,5
778,Maruti Suzuki Alto,Maruti,2019,425000,1625,Petrol,Automatic,4
779,Volkswagen Polo Highline1.2L,Volkswagen,2017,525000,45000,Petrol,Automatic,3
780,Mahindra Logan,Mahindra,2009,130000,65000,Diesel,Manual,3
781,Maruti Suzuki 800,Maruti,2000,30000,33400,Petrol,Automatic,2
782,Mahindra Scorpio,Mahindra,2011,475000,60123,Diesel,Manual,3
783,Chevrolet Sail 1.2,Chevrolet,2013,300000,28000,Petrol,Automatic,1
784,Hyundai Santro AE,Hyundai,2003,60000,70000,Petrol,Manual,2
785,Maruti Suzuki Wagon,Maruti,2006,100000,7000,Petrol,Automatic,3
786,Hyundai Eon,Hyundai,2018,260000,25000,Petrol,Manual,5
787,Tata Manza,Tata,2015,100000,100000,Diesel,Manual,1
788,Toyota Etios G,Toyota,2013,265000,42000,Petrol,Automatic,1
789,Hyundai Getz Prime,Hyundai,2009,115000,20000,Petrol,Manual,4
790,Toyota Qualis,Toyota,2003,180000,100000,Diesel,Manual,2
791,Hyundai Santro Xing,Hyundai,2004,45000,137495,Petrol,Manual,1
792,Tata Indica eV2,Tata,2016,50500,91200,Diesel,Manual,2
793,Honda City 1.5,Honda,2009,270000,55000,Petrol,Manual,4
794,Tata Zest XE,Tata,2017,290000,120000,Diesel,Automatic,1
795,Mahindra Quanto C4,Mahindra,2013,325000,63000,Diesel,Automatic,1
796,Tata Indigo eCS,Tata,2016,160000,104000,Diesel,Automatic,5
797,Maruti Suzuki Swift,Maruti,2016,350000,146000,Diesel,Automatic,3
798,Hyundai Elite i20,Hyundai,2011,290000,40000,Petrol,Automatic,1
799,Hyundai i20 Select,Hyundai,2011,290000,40000,Petrol,Manual,5
800,Chevrolet Tavera Neo,Chevrolet,2007,465000,100800,Diesel,Automatic,2
801,Maruti Suzuki Dzire,Maruti,2016,325000,150000,Diesel,Automatic,4
802,Hyundai Elite i20,Hyundai,2018,510000,2100,Petrol,Automatic,1
803,Honda City VX,Honda,2016,860000,95000,Petrol,Manual,1
804,Maruti Suzuki Dzire,Maruti,2016,450000,2500,Diesel,Manual,4
805,Hyundai Getz,Hyundai,2006,125000,80000,Petrol,Automatic,5
806,Mercedes Benz C,Mercedes,2006,500001,15000,Petrol,Manual,2
807,Maruti Suzuki Alto,Maruti,2005,95000,65000,Petrol,Manual,3
808,Maruti Suzuki Swift,Maruti,2009,250000,51000,Diesel,Manual,1
809,Skoda Fabia,Skoda,2009,110000,45000,Petrol,Automatic,3
810,Maruti Suzuki Ritz,Maruti,2011,270000,50000,Petrol,Automatic,1
811,Tata Indica V2,Tata,2009,110000,30000,Diesel,Manual,4
812,Toyota Corolla Altis,Toyota,2009,300000,132000,Petrol,Automatic,4
813,Tata Zest XM,Tata,2018,260000,27000,Diesel,Automatic,3
814,Mahindra Quanto C8,Mahindra,2013,390000,40000,Diesel,Automatic,5
